days,open,high,low,close
700,4640.25,4646.02,4560,4567
699,4628.75,4672.95,4625.26,4655.27
698,4594.62,4594.62,4594.62,4594.62
697,4594.62,4594.62,4594.62,4594.62
696,4664.63,4664.63,4585.43,4594.62
695,4701.46,4701.46,4701.46,4701.46
694,4675.78,4702.87,4659.89,4701.46
693,4678.48,4699.39,4652.66,4690.7
692,4712,4743.83,4682.17,4682.94
691,4697.96,4697.96,4697.96,4697.96
690,4697.96,4697.96,4697.96,4697.96
689,4708.44,4717.75,4694.22,4697.96
688,4700.72,4708.8,4672.78,4704.54
687,4701.5,4701.5,4684.41,4688.67
686,4679.42,4714.95,4679.42,4700.9
685,4689.3,4697.42,4672.86,4682.8
684,4682.85,4682.85,4682.85,4682.85
683,4682.85,4682.85,4682.85,4682.85
682,4655.24,4688.47,4650.77,4682.85
681,4659.39,4664.55,4648.31,4649.27
680,4670.26,4684.85,4630.86,4646.71
679,4707.25,4708.53,4670.87,4685.25
678,4701.48,4714.92,4694.39,4701.7
677,4697.53,4697.53,4697.53,4697.53
676,4697.53,4697.53,4697.53,4697.53
675,4699.26,4718.5,4681.32,4697.53
674,4662.93,4683,4662.59,4680.06
673,4630.65,4663.46,4621.19,4660.57
672,4613.34,4635.15,4613.34,4630.65
671,4610.62,4620.34,4595.06,4613.67
670,4605.38,4605.38,4605.38,4605.38
669,4605.38,4605.38,4605.38,4605.38
668,4572.87,4608.08,4567.59,4605.38
667,4562.84,4597.55,4562.84,4596.42
666,4580.22,4584.57,4551.66,4551.68
665,4578.69,4598.53,4569.17,4574.79
664,4553.69,4572.62,4537.36,4566.48
663,4544.9,4544.9,4544.9,4544.9
662,4544.9,4544.9,4544.9,4544.9
661,4546.12,4559.67,4524,4544.9
660,4532.24,4551.44,4526.89,4549.78
659,4524.42,4540.87,4524.4,4536.19
658,4497.34,4520.4,4496.41,4519.63
657,4463.72,4488.75,4447.47,4486.46
656,4471.37,4471.37,4471.37,4471.37
655,4471.37,4471.37,4471.37,4471.37
654,4447.69,4475.82,4447.69,4471.37
653,4386.75,4439.73,4386.75,4438.26
652,4358.01,4372.87,4329.92,4363.8
651,4368.31,4374.89,4342.09,4350.65
650,4385.44,4415.88,4360.59,4361.19
649,4391.34,4391.34,4391.34,4391.34
648,4391.34,4391.34,4391.34,4391.34
647,4406.51,4412.02,4386.22,4391.34
646,4383.73,4429.97,4383.73,4399.76
645,4319.57,4365.57,4290.49,4363.55
644,4309.87,4369.23,4309.87,4345.72
643,4348.84,4355.51,4278.94,4300.46
642,4357.04,4357.04,4357.04,4357.04
641,4357.04,4357.04,4357.04,4357.04
640,4317.16,4375.19,4288.52,4357.04
639,4370.67,4382.55,4306.24,4307.54
638,4362.41,4385.57,4355.08,4359.46
637,4419.54,4419.54,4346.33,4352.63
636,4442.12,4457.3,4436.19,4443.11
635,4455.48,4455.48,4455.48,4455.48
634,4455.48,4455.48,4455.48,4455.48
633,4438.04,4463.12,4430.27,4455.48
632,4406.75,4465.4,4406.75,4448.98
631,4367.43,4416.75,4367.43,4395.64
630,4374.45,4394.87,4347.96,4354.19
629,4402.95,4402.95,4305.91,4357.73
628,4432.99,4432.99,4432.99,4432.99
627,4432.99,4432.99,4432.99,4432.99
626,4469.74,4471.52,4427.76,4432.99
625,4477.09,4485.87,4443.8,4473.75
624,4447.49,4486.87,4438.37,4480.7
623,4479.33,4485.68,4435.46,4443.05
622,4474.81,4492.99,4445.7,4468.73
621,4458.58,4458.58,4458.58,4458.58
620,4458.58,4458.58,4458.58,4458.58
619,4506.92,4520.47,4457.66,4458.58
618,4513.02,4529.9,4492.07,4493.28
617,4518.09,4521.79,4493.95,4514.07
616,4535.38,4535.38,4513,4520.03
615,4535.43,4535.43,4535.43,4535.43
614,4535.43,4535.43,4535.43,4535.43
613,4535.43,4535.43,4535.43,4535.43
612,4532.42,4541.45,4521.3,4535.43
611,4534.48,4545.85,4524.66,4536.95
610,4528.8,4537.11,4522.02,4524.09
609,4529.75,4531.39,4515.8,4522.68
608,4513.76,4537.36,4513.76,4528.79
607,4509.37,4509.37,4509.37,4509.37
606,4509.37,4509.37,4509.37,4509.37
605,4474.1,4513.33,4474.1,4509.37
604,4493.75,4495.9,4468.99,4470
603,4490.45,4501.71,4485.66,4496.19
602,4484.4,4492.81,4482.28,4486.23
601,4450.29,4489.88,4450.29,4479.53
600,4441.67,4441.67,4441.67,4441.67
599,4441.67,4441.67,4441.67,4441.67
598,4410.56,4444.35,4406.8,4441.67
597,4382.44,4418.61,4367.73,4405.8
596,4440.94,4454.32,4397.59,4400.27
595,4462.12,4462.12,4417.83,4448.08
594,4461.65,4480.26,4437.66,4479.71
593,4468,4468,4468,4468
592,4468,4468,4468,4468
591,4464.84,4468.37,4460.82,4468
590,4446.08,4461.77,4435.96,4460.83
589,4442.18,4449.44,4436.42,4447.7
588,4435.79,4445.21,4430.03,4436.75
587,4437.77,4439.39,4424.74,4432.35
586,4436.52,4436.52,4436.52,4436.52
585,4436.52,4436.52,4436.52,4436.52
584,4429.07,4440.82,4429.07,4436.52
583,4408.86,4429.76,4408.86,4429.1
582,4415.95,4416.17,4400.23,4402.66
581,4392.74,4423.79,4373,4423.15
580,4406.86,4422.18,4384.81,4387.16
579,4395.26,4395.26,4395.26,4395.26
578,4395.26,4395.26,4395.26,4395.26
577,4395.12,4412.25,4389.65,4395.26
576,4403.59,4429.97,4403.59,4419.15
575,4402.95,4415.47,4387.01,4400.64
574,4416.38,4416.38,4372.51,4401.46
573,4409.58,4422.73,4405.45,4422.3
572,4411.79,4411.79,4411.79,4411.79
571,4411.79,4411.79,4411.79,4411.79
570,4381.2,4415.18,4381.2,4411.79
569,4361.27,4369.87,4350.06,4367.48
568,4331.13,4359.7,4331.13,4358.69
567,4265.11,4336.84,4262.05,4323.06
566,4296.4,4296.4,4233.13,4258.49
565,4327.16,4327.16,4327.16,4327.16
564,4327.16,4327.16,4327.16,4327.16
563,4367.43,4375.09,4322.53,4327.16
562,4369.02,4369.02,4340.7,4360.03
561,4380.11,4393.68,4362.36,4374.3
560,4381.07,4392.37,4366.92,4369.21
559,4372.41,4386.68,4364.03,4384.63
558,4369.55,4369.55,4369.55,4369.55
557,4369.55,4369.55,4369.55,4369.55
556,4329.38,4371.6,4329.38,4369.55
555,4321.07,4330.88,4289.37,4320.82
554,4351.01,4361.88,4329.79,4358.13
553,4356.46,4356.46,4314.37,4343.54
552,4352.34,4352.34,4352.34,4352.34
551,4352.34,4352.34,4352.34,4352.34
550,4352.34,4352.34,4352.34,4352.34
549,4326.6,4355.43,4326.6,4352.34
548,4300.73,4320.66,4300.73,4319.94
547,4290.65,4302.43,4287.96,4297.5
546,4293.21,4300.52,4287.04,4291.8
545,4284.9,4292.14,4274.67,4290.61
544,4280.7,4280.7,4280.7,4280.7
543,4280.7,4280.7,4280.7,4280.7
542,4274.45,4286.12,4271.16,4280.7
541,4256.97,4271.28,4256.97,4266.49
540,4249.27,4256.6,4241.43,4241.84
539,4224.61,4255.84,4217.27,4246.44
538,4173.4,4226.24,4173.4,4224.79
537,4166.45,4166.45,4166.45,4166.45
536,4166.45,4166.45,4166.45,4166.45
535,4204.78,4204.78,4164.4,4166.45
534,4220.37,4232.29,4196.05,4221.86
533,4248.87,4251.89,4202.45,4223.7
532,4255.28,4257.16,4238.35,4246.59
531,4248.31,4255.59,4234.07,4255.15
530,4247.44,4247.44,4247.44,4247.44
529,4247.44,4247.44,4247.44,4247.44
528,4242.9,4248.38,4232.25,4247.44
527,4228.56,4249.74,4220.34,4239.18
526,4232.99,4237.09,4218.74,4219.55
525,4233.81,4236.74,4208.41,4227.26
524,4229.34,4232.34,4215.66,4226.52
523,4229.89,4229.89,4229.89,4229.89
522,4229.89,4229.89,4229.89,4229.89
521,4206.05,4233.45,4206.05,4229.89
520,4191.43,4204.39,4167.93,4192.85
519,4206.82,4217.37,4198.27,4208.12
518,4216.52,4234.12,4197.59,4202.04
517,4204.11,4204.11,4204.11,4204.11
516,4204.11,4204.11,4204.11,4204.11
515,4204.11,4204.11,4204.11,4204.11
514,4210.77,4218.36,4203.57,4204.11
513,4201.94,4213.38,4197.78,4200.88
512,4191.59,4202.61,4184.11,4195.99
511,4205.94,4213.42,4182.52,4188.13
510,4170.16,4209.52,4170.16,4197.05
509,4155.86,4155.86,4155.86,4155.86
508,4155.86,4155.86,4155.86,4155.86
507,4168.61,4188.72,4151.72,4155.86
506,4121.97,4172.8,4121.97,4159.12
505,4098.45,4116.93,4061.41,4115.68
504,4165.94,4169.15,4125.99,4127.83
503,4169.92,4171.92,4142.69,4163.29
502,4173.85,4173.85,4173.85,4173.85
501,4173.85,4173.85,4173.85,4173.85
500,4129.58,4183.13,4129.58,4173.85
499,4074.99,4131.58,4074.99,4112.5
498,4130.55,4134.73,4056.88,4063.04
497,4150.34,4162.04,4111.53,4152.1
496,4228.29,4236.39,4188.13,4188.43
495,4232.6,4232.6,4232.6,4232.6
494,4232.6,4232.6,4232.6,4232.6
493,4210.34,4238.04,4201.64,4232.6
492,4169.14,4202.7,4147.33,4201.62
491,4177.06,4187.72,4160.94,4167.59
490,4179.04,4179.04,4128.59,4164.66
489,4191.98,4209.39,4188.03,4192.66
488,4181.17,4181.17,4181.17,4181.17
487,4181.17,4181.17,4181.17,4181.17
486,4198.1,4198.1,4174.85,4181.17
485,4206.14,4218.78,4176.81,4211.47
484,4185.14,4201.53,4181.78,4183.18
483,4188.25,4193.35,4176.22,4186.72
482,4185.03,4194.19,4182.36,4187.62
481,4180.17,4180.17,4180.17,4180.17
480,4180.17,4180.17,4180.17,4180.17
479,4138.78,4194.17,4138.78,4180.17
478,4170.46,4179.57,4123.69,4134.98
477,4128.42,4175.02,4126.35,4173.42
476,4159.18,4159.18,4118.38,4134.94
475,4179.8,4180.81,4150.47,4163.26
474,4185.47,4185.47,4185.47,4185.47
473,4185.47,4185.47,4185.47,4185.47
472,4174.14,4191.31,4170.75,4185.47
471,4139.76,4173.49,4139.76,4170.42
470,4141.58,4151.69,4120.87,4124.66
469,4130.1,4148,4124.43,4141.59
468,4124.71,4131.76,4114.82,4127.99
467,4128.8,4128.8,4128.8,4128.8
466,4128.8,4128.8,4128.8,4128.8
465,4096.11,4129.48,4095.51,4128.8
464,4089.95,4098.19,4082.54,4097.17
463,4074.29,4083.13,4068.31,4079.95
462,4075.57,4086.23,4068.14,4073.94
461,4034.44,4083.42,4034.44,4077.91
460,4019.87,4019.87,4019.87,4019.87
459,4019.87,4019.87,4019.87,4019.87
458,4019.87,4019.87,4019.87,4019.87
457,3992.78,4020.63,3992.78,4019.87
456,3967.25,3994.41,3966.98,3972.89
455,3963.34,3968.01,3944.35,3958.55
454,3969.31,3981.83,3943.25,3971.09
453,3974.54,3974.54,3974.54,3974.54
452,3974.54,3974.54,3974.54,3974.54
451,3917.12,3978.19,3917.12,3974.54
450,3879.34,3919.54,3853.5,3909.52
449,3919.93,3942.08,3889.07,3889.14
448,3937.6,3949.13,3901.57,3910.52
447,3916.48,3955.31,3914.16,3940.59
446,3913.1,3913.1,3913.1,3913.1
445,3913.1,3913.1,3913.1,3913.1
444,3913.14,3930.12,3886.75,3913.1
443,3953.5,3969.62,3910.86,3915.46
442,3949.57,3983.87,3935.74,3974.12
441,3973.59,3981.04,3953.44,3962.71
440,3942.96,3970.08,3923.54,3968.94
439,3943.34,3943.34,3943.34,3943.34
438,3943.34,3943.34,3943.34,3943.34
437,3924.52,3944.99,3915.21,3943.34
436,3915.54,3960.27,3915.54,3939.34
435,3891.99,3917.35,3885.73,3898.81
434,3851.93,3903.76,3851.93,3875.44
433,3844.39,3881.06,3819.25,3821.35
432,3841.94,3841.94,3841.94,3841.94
431,3841.94,3841.94,3841.94,3841.94
430,3793.58,3851.69,3730.19,3841.94
429,3818.53,3843.67,3723.34,3768.47
428,3863.99,3874.47,3818.86,3819.72
427,3903.64,3906.41,3868.57,3870.29
426,3842.51,3914.5,3842.51,3901.82
425,3811.15,3811.15,3811.15,3811.15
424,3811.15,3811.15,3811.15,3811.15
423,3839.66,3861.08,3789.54,3811.15
422,3915.8,3925.02,3814.04,3829.34
421,3873.71,3928.65,3859.6,3925.43
420,3857.07,3895.98,3805.59,3881.37
419,3885.55,3902.92,3874.71,3876.5
418,3906.71,3906.71,3906.71,3906.71
417,3906.71,3906.71,3906.71,3906.71
416,3921.16,3930.41,3903.07,3906.71
415,3915.86,3921.98,3885.03,3913.97
414,3918.5,3933.61,3900.43,3931.33
413,3939.61,3950.43,3923.85,3932.59
412,3934.83,3934.83,3934.83,3934.83
411,3934.83,3934.83,3934.83,3934.83
410,3934.83,3934.83,3934.83,3934.83
409,3911.65,3937.23,3905.78,3934.83
408,3916.4,3925.99,3890.39,3916.38
407,3920.78,3931.5,3884.94,3909.88
406,3910.49,3918.35,3902.64,3911.23
405,3892.59,3915.77,3892.59,3915.59
404,3886.83,3886.83,3886.83,3886.83
403,3886.83,3886.83,3886.83,3886.83
402,3878.3,3894.56,3874.93,3886.83
401,3836.66,3872.42,3836.66,3871.74
400,3840.27,3847.51,3816.68,3830.17
399,3791.84,3843.09,3791.84,3826.31
398,3731.17,3784.32,3725.62,3773.86
397,3714.24,3714.24,3714.24,3714.24
396,3714.24,3714.24,3714.24,3714.24
395,3778.05,3778.05,3694.12,3714.24
394,3755.75,3830.5,3755.75,3787.38
393,3836.83,3836.83,3732.48,3750.77
392,3862.96,3870.9,3847.78,3849.62
391,3851.68,3859.23,3797.16,3855.36
390,3841.47,3841.47,3841.47,3841.47
389,3841.47,3841.47,3841.47,3841.47
388,3844.24,3852.31,3830.41,3841.47
387,3857.46,3861.45,3845.05,3853.07
386,3816.22,3859.75,3816.22,3851.85
385,3781.88,3804.53,3780.37,3798.91
384,3768.25,3768.25,3768.25,3768.25
383,3768.25,3768.25,3768.25,3768.25
382,3768.25,3768.25,3768.25,3768.25
381,3788.73,3788.73,3749.62,3768.25
380,3814.98,3823.6,3792.86,3795.54
379,3802.23,3820.96,3791.5,3809.84
378,3801.62,3810.78,3776.51,3801.19
377,3803.14,3817.86,3789.02,3799.61
376,3824.68,3824.68,3824.68,3824.68
375,3824.68,3824.68,3824.68,3824.68
374,3815.05,3826.69,3783.6,3824.68
373,3764.71,3811.55,3764.71,3803.79
372,3712.2,3783.04,3705.34,3748.14
371,3698.02,3737.83,3695.07,3726.86
370,3764.61,3769.99,3662.71,3700.65
369,3756.07,3756.07,3756.07,3756.07
368,3756.07,3756.07,3756.07,3756.07
367,3756.07,3756.07,3756.07,3756.07
366,3733.27,3760.2,3726.88,3756.07
365,3736.19,3744.63,3730.21,3732.04
364,3750.01,3756.12,3723.31,3727.04
363,3723.03,3740.51,3723.03,3735.36
362,3703.06,3703.06,3703.06,3703.06
361,3703.06,3703.06,3703.06,3703.06
360,3703.06,3703.06,3703.06,3703.06
359,3694.03,3703.82,3689.32,3703.06
358,3693.42,3711.24,3689.28,3690.01
357,3698.08,3698.26,3676.16,3687.26
356,3684.28,3702.9,3636.48,3694.92
355,3709.41,3709.41,3709.41,3709.41
354,3709.41,3709.41,3709.41,3709.41
353,3722.39,3726.7,3685.84,3709.41
352,3713.65,3725.12,3710.87,3722.48
